oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106381154,381154,UCSF MEDICAL CENTER,San Francisco,505 Parnassus Ave,San Francisco,94143,University of California,500+,District 11,District 17,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,38230,,,,,,20360,17861,9,2393,2556,4918,3388,4862,6462,4389,2817,4093,2352,,301,5951,3054,1185,420,7154,928,19231,6,6942,30327,955,6,2025,24378,11827,,12478,11681,,11068,3003,,37264,966,,18,61,17051,8,,4663,,13032,391,3,2997,3,3,1006,332,791,5165,278,,83,913,122,27012,2507,,3,,,,18,24,8668,11748,1333,,16145,178,134,,,550,3590,3296,1263,1038,2109,4046,778,2762,6176,2257,33,3501,327,1621,337,459,820,3267,3494,6184,4288,432,792,873,4123,2021,9134,902,1445,115,364,40,674,473,2876,,36822,37,613,751,7,,243536,Teaching,,,,,,,,,,,,,,,,,,,,
106382715,382715,CHINESE HOSPITAL,San Francisco,845 JACKSON ST,SAN FRANCISCO,94133,Non-profit Corporation (incl. Church-related),50-99,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,1177,,,,,,637,540,,1,15,14,23,78,151,239,656,,,,1,1142,6,1,,10,,17,,26,1132,19,,,145,1032,,143,1009,2,23,,,1005,172,,,,3,,1,6,1,1165,,1,,,,33,19,17,397,7,,,11,,548,141,1,3,,,,,,100,959,,21,97,,,,,23,210,177,47,59,231,76,9,65,83,11,,1,1,158,18,8,,,74,64,135,25,9,3,88,12,709,19,24,1,1,,8,5,,,1167,1,6,3,,,6125,NA,,,,,,,,,,,,,,,,,,,,
106384176,384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,San Francisco,1101 Van Ness Ave,San Francisco,94109,Non-profit Corporation (incl. Church-related),200-299,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,15493,,,479,,,9284,6688,,280,854,3293,1186,1296,1805,1736,1670,3508,326,18,46,4339,927,359,425,1566,242,8068,,1800,13708,464,,680,10259,5033,,2378,3161,2,7216,3213,2,15127,845,,31,62,381,9,52,1891,2,10123,206,2,3210,3,,541,145,375,1780,135,,25,99,54,12147,652,,4,12,,,3,,2676,4211,143,7,8620,298,17,,,130,1900,1447,425,315,671,874,733,372,920,321,8,3532,50,601,112,137,51,3373,1502,1619,1746,153,174,867,371,320,5265,249,379,8,19,8,63,42,3187,,15405,19,336,170,42,,77362,NA,,,,,,,,,,,,,,,,,,,,
106384202,384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,San Francisco,3555 Cesar Chavez St,San Francisco,94110,Non-profit Corporation (incl. Church-related),100-149,District 11,District 17,Bernal Heights/Mission District/Potrero Hill,Urban,6526,,,,,,3846,2680,,39,384,795,433,607,1044,1102,1265,857,,,11,791,797,194,416,1454,34,2829,,1683,4781,62,,405,3418,2703,,1346,1549,2,2808,820,1,6044,482,,2,26,105,1,3,848,2,4617,102,,817,3,,261,127,105,1178,112,,13,10,43,4053,614,2,1,7,,,,,1763,2522,18,5,2030,156,32,,,44,521,550,222,268,488,722,134,890,152,122,4,889,12,423,158,69,1,857,223,536,362,91,114,98,1292,41,2852,46,39,5,1,2,5,11,808,,6112,8,313,64,29,,27017,NA,,,,,,,,,,,,,,,,,,,,
106390846,390846,DAMERON HOSPITAL,San Joaquin,525 W Acacia St,Stockton,95203,Non-profit Corporation (incl. Church-related),200-299,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,3388,,,,,,1728,1660,,10,90,204,406,618,827,714,519,,,,1,292,573,34,8,969,8,1503,,823,2552,3,10,1,687,2699,1,618,2681,,89,,,3146,240,2,,2,8,,,72,,3289,17,,,,,63,635,103,1014,56,,10,,1,1504,,,1,,,,1,,1162,1800,40,,331,35,20,,,38,687,326,222,119,663,350,74,429,64,33,5,1,2,259,90,26,,,513,246,363,3,100,,664,22,1381,87,4,,,,4,1,,,3184,,196,8,,,12836,NA,,,,,,,,,,,,,,,,,,,,
106390923,390923,ADVENTIST HEALTH LODI MEMORIAL,San Joaquin,975 S FAIRMONT AVE,LODI,95240,Non-profit Corporation (incl. Church-related),150-199,District 5,District 9,Lodi,Urban,8904,,129,,,,5150,3882,1,145,846,849,612,1026,1301,1389,1605,1140,119,1,19,694,295,12,76,567,60,7310,,2340,6629,62,2,17,2574,6365,77,816,5240,9,1927,1035,6,7759,1274,,17,2,363,4,38,169,9,7103,291,2,1031,1,3,328,155,166,792,167,1,9,26,8,6101,1217,2,2,31,,27,1,,3103,3964,132,17,1636,150,23,,8,52,1367,1035,505,521,1021,545,188,160,161,166,7,1071,4,773,212,146,2,1097,493,2434,973,29,178,21,397,48,3128,115,156,4,2,,7,20,1028,,8761,,195,66,11,,34061,NA,,,,,,,,,,,,,,,,,,,,
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,500 W HOSPITAL RD,FRENCH CAMP,95231,City or County,150-199,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,12747,,,,,,5782,6965,,344,1792,1795,1343,1619,1847,990,674,2187,156,,96,950,2043,112,40,6006,145,3355,,5522,6835,388,2,,4599,8148,,2637,6193,12,870,1967,1068,12176,571,,,13,2243,1899,,137,109,6312,67,,1931,36,,244,309,175,367,92,2,26,97,784,8354,885,2,20,48,,,1342,,7586,2071,2074,429,501,14,72,,,149,1140,918,508,354,938,2153,255,458,423,247,4,2019,22,626,260,169,8,2096,612,3439,912,95,451,42,1151,246,3354,248,115,10,20,6,54,34,1958,,12433,1,277,36,,,54835,NA,,,,,,,,,,,,,,,,,,,,
106391042,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,1800 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,300-499,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,24187,,,,,,13660,10527,,399,2534,2431,1649,2730,3753,3673,3074,3698,246,,64,3205,2996,1772,166,3346,424,12214,,7801,15974,412,,308,9043,14743,93,1690,10209,,8894,3392,2,22581,1606,,3,36,1954,15,155,854,,17143,633,2,3380,10,2,473,570,745,2980,527,,44,34,105,15713,2895,,30,18,,,53,,8617,9446,213,2,5636,225,47,,1,151,4472,1793,820,893,4184,1087,312,419,658,435,7,3707,8,1225,199,273,19,3525,3187,5304,1836,113,407,489,775,184,7565,484,385,6,7,1,47,39,3358,,23537,,503,71,38,38,99818,NA,,,,,,,,,,,,,,,,,,,,
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,1420 N TRACY BLVD,TRACY,95376,Non-profit Corporation (incl. Church-related),50-99,District 5,District 13,Tracy,Urban,4077,,,,,,2407,1670,,60,319,420,351,478,654,658,650,456,31,,16,382,292,52,197,1360,8,1770,,1421,2644,12,,2,1192,2883,,346,1695,,1599,437,,3920,156,1,,3,125,1,,24,,3358,129,,433,4,,257,64,65,351,45,,11,14,16,2815,430,2,,6,,,1,,994,1546,74,4,1311,132,16,,,57,589,531,172,200,506,230,74,177,68,74,3,464,2,367,77,39,,447,318,419,431,33,90,99,248,18,1884,65,20,2,,,4,12,434,,3991,,56,29,1,,12730,NA,,,,,,,,,,,,,,,,,,,,
106392232,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,2510 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,1-49,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,,,,2002,,,1009,993,,60,328,336,344,423,328,153,30,,,,8,86,160,440,3,72,75,1158,,367,1561,74,,1589,413,,,,152,,1850,,,2002,,,,4,41,,,1772,,184,1,,,,,39,29,,7,,,10,18,67,1814,13,,,4,,,1,,48,1168,21,105,651,8,1,,,,,,,1,,,1987,,,1,,11,2,,,,,,,1981,,,,,,,21,,,,,,,,,,1731,,245,13,12,1,11474,NA,,,,,,,,,,,,,,,,,,,,
106392287,392287,DOCTORS HOSPITAL OF MANTECA,San Joaquin,1205 E North St,Manteca,95336,Investor - Corporation,50-99,District 5,District 12,Lathrop/Manteca,Urban,4307,,,,,,2664,1643,,50,365,481,370,516,613,716,694,491,11,,25,180,205,9,24,1369,96,2399,,1226,2959,122,,,1534,2773,,487,1072,2,2260,486,,4023,284,,29,44,25,2,4,16,,3631,70,,486,,,173,70,62,395,84,1,5,7,19,3096,388,,1,3,,,3,12,476,1742,64,52,1896,52,6,7,,47,547,545,503,186,371,234,81,117,80,68,3,499,9,377,104,43,2,491,226,901,727,19,69,4,174,36,1476,127,50,1,1,4,1,,491,,4212,,73,21,1,,16493,NA,,,,,,,,,,,,,,,,,,,,
106394003,394003,SAN JOAQUIN PHF,San Joaquin,1212 N California St,Stockton,95202,City or County,1-49,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,,,,343,,,147,196,,11,112,104,68,31,13,4,,,,,1,38,69,46,1,82,,106,,129,211,3,,,343,,,,,,343,,,343,,,,,323,20,,,,,,,,,,,,,,,,18,,108,190,,,,8,,,19,56,260,27,,,,,,,,,,,,,,,343,,,,,,,,,,,,,34,,,,,,,309,,,,,,,,,,292,,50,1,,,5924,NA,,,,,,,,,,,,,,,,,,,,
106394009,394009,KAISER FOUNDATION HOSPITAL - MANTECA,San Joaquin,1777 W Yosemite Ave,Manteca,95337,Non-profit Corporation (incl. Church-related),50-99,District 5,District 12,Lathrop/Manteca,Urban,16422,,,,,,9978,6444,,197,2196,2326,936,1372,1951,1910,1541,3834,157,2,88,1689,1218,394,142,5187,33,7671,,5963,10431,28,,155,8955,7312,,1506,1591,3,9639,3683,,15518,904,,,52,424,,,785,14,11318,146,,3673,7,3,419,120,253,1334,221,2,14,43,5,12916,1090,1,,3,,,1,,853,4763,17,2,10602,166,17,,2,111,1627,1434,431,471,1791,741,138,267,313,191,11,3949,23,884,175,107,10,3748,953,4658,1275,78,225,668,733,138,3451,109,348,4,13,5,34,47,3683,,16367,,35,18,1,1,53293,NA,,,,,,,,,,,,,,,,,,,,
106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",San Luis Obispo,345 S HALCYON RD,ARROYO GRANDE,93420,Non-profit Corporation (incl. Church-related),50-99,District 17,District 35,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,2126,,548,,,,1334,1340,,11,70,142,161,336,535,665,754,,,,7,45,20,11,1,390,42,2158,,365,2298,11,,13,886,1774,1,682,1882,,110,,,2034,640,,,7,36,,10,563,,2035,22,1,,,,131,57,37,804,77,,3,120,5,1081,358,,,1,,,,,389,1793,37,15,407,24,9,,,30,416,357,62,139,443,383,69,257,47,109,1,2,1,154,25,178,1,,131,768,216,2,38,1,369,13,1070,30,26,,1,,5,4,,,2583,2,63,25,,1,13707,NA,,,,,,,,,,,,,,,,,,,,
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,1911 JOHNSON AVE,SAN LUIS OBISPO,93401,Non-profit Corporation (incl. Church-related),50-99,District 17,District 35,San Luis Obispo,Rural,5796,,,,,,3149,2647,,21,330,616,295,482,1085,1126,1129,712,,,17,51,52,2,5,483,578,4608,,496,4929,371,,265,2688,2835,8,1505,3035,1,544,711,,4942,854,,1,4,307,15,15,407,,4155,181,,709,,2,69,57,155,1115,128,,15,53,27,3500,650,,1,1,,,25,1,751,2894,179,24,1878,51,15,,3,63,1187,482,107,187,528,402,78,631,210,83,6,749,2,262,52,43,13,711,874,1077,342,73,73,49,777,36,1585,116,66,,3,1,17,11,696,,5623,2,122,46,3,,21134,NA,,,,,,,,,,,,,,,,,,,,
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,1010 MURRAY ST,SAN LUIS OBISPO,93405,Investor - Corporation,150-199,District 17,District 35,San Luis Obispo,Rural,6711,,,,,,3718,2993,,182,702,849,393,611,895,797,784,1287,211,,13,113,102,4,28,1107,122,5214,8,1147,5393,163,8,385,3266,3060,,877,2868,,1680,1115,171,6145,565,1,2,48,65,157,1,504,,4750,69,,1098,1,16,106,62,107,1041,98,,29,90,19,4386,575,,29,,,,169,28,1752,2138,139,35,2467,80,65,7,,32,457,571,207,192,394,763,144,595,269,178,3,1143,12,465,50,64,6,1166,200,1234,488,84,116,37,748,298,2196,133,49,,13,,13,31,1071,,6456,5,172,67,10,1,27003,NA,,,,,,,,,,,,,,,,,,,,
106400548,400548,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,1100 LAS TABLAS RD,TEMPLETON,93465,Investor - Corporation,100-149,District 17,District 35,Atascadero/Templeton,Urban,5023,,,,,,2803,2220,,50,453,485,325,554,903,736,941,572,4,,9,42,94,3,10,893,100,3872,,895,3999,129,,,1472,3551,,754,1784,1,1927,557,,4325,698,,4,76,230,135,,9,,3898,114,,554,2,1,147,83,104,1161,66,,52,20,13,2651,605,1,,4,,,116,24,1273,2244,213,27,1180,31,12,19,,27,519,643,226,263,411,427,148,383,97,94,4,585,12,409,146,58,,571,181,475,409,40,118,54,570,26,2504,44,28,,1,,5,4,564,,4882,1,102,37,1,,17754,Small/Rural,,,,,,,,,,,,,,,,,,,,
106404046,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,San Luis Obispo,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,City or County,1-49,District 17,District 35,San Luis Obispo,Rural,,,,657,,,297,360,,20,211,142,129,95,52,8,,,,,4,8,36,40,1,12,10,546,,123,526,8,,356,301,,,,657,,,,,657,,,,45,53,211,,347,,1,,,,,,14,1,,3,,,,,89,486,,,,,,,64,,439,23,2,140,11,42,,,,,,,,,,,657,,,,,,,,,,,,,,,,,,,,657,,,,,,,,,,545,,110,2,,,3933,NA,,,,,,,,,,,,,,,,,,,,
106410782,410782,SAN MATEO MEDICAL CENTER,San Mateo,222 W 39TH AVE,SAN MATEO,94403,City or County,150-199,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,2068,207,,303,,,1151,1427,,17,194,280,363,537,609,332,246,,,,17,349,134,2,109,242,67,1658,,1062,1515,1,,,467,2111,,237,2302,6,33,,,2448,130,,,147,3,62,194,101,,2060,11,,,,,107,107,48,81,24,,135,3,98,1614,319,,,,,,42,175,1462,797,12,,83,46,3,,,20,360,276,143,136,278,145,481,134,99,45,,9,3,214,102,132,1,,110,326,202,19,90,8,171,31,1514,39,31,4,3,,5,25,,,2311,,249,11,7,,37070,NA,,,,,,,,,,,,,,,,,,,,
106410806,410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,San Mateo,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,Non-profit Corporation (incl. Church-related),100-149,District 13,District 19,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,5480,,,,,,2613,2867,,19,144,291,381,686,1051,1262,1645,,1,,24,1593,324,42,107,956,21,2413,,977,4482,21,,59,1249,4172,,839,618,,4023,,,4395,1085,,,19,348,,1,301,1,4632,178,,,,,250,38,170,1364,164,,3,41,11,2771,659,,,9,,,,,193,3402,4,,1798,72,11,,,54,1101,749,407,206,1080,502,94,350,269,95,5,9,21,394,92,48,4,,267,1279,1051,3,121,4,591,31,1760,146,168,4,12,3,14,26,,,5409,1,55,15,,,20453,NA,,,,,,,,,,,,,,,,,,,,
106410817,410817,SETON MEDICAL CENTER,San Mateo,1900 SULLIVAN AVE,DALY CITY,94015,Non-profit Corporation (incl. Church-related),300-499,District 11,District 19,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,4429,509,,347,,,2642,2643,,10,84,153,341,657,1108,1242,1690,,,,18,2156,264,132,,214,79,2422,,735,4510,40,,18,1425,3842,,1128,4157,,,,,4886,399,,2,,1,,463,353,11,3897,558,,,,,281,96,238,849,118,,11,30,115,2450,1094,1,,,,,2,,816,3590,23,164,536,72,84,,,39,1243,570,219,248,565,357,416,280,140,144,2,,5,599,113,343,2,,758,1019,420,9,116,1,295,70,2481,70,31,,3,,7,5,,,5164,2,65,44,,10,50874,NA,,,,,,,,,,,,,,,,,,,,
106410828,410828,SETON COASTSIDE,San Mateo,600 MARINE BLVD,MOSS BEACH,94038,Non-profit Corporation (incl. Church-related),100-149,District 13,District 22,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,,74,,,,,32,42,,,,,3,14,26,12,19,,,,1,21,10,1,,3,1,37,,13,61,,,2,72,,,73,1,,,,,71,3,,,,,,,7,,26,41,,,,,24,7,26,1,,,,,,15,1,,,,,,,,25,34,,,11,4,,,,,23,1,4,,1,6,17,5,6,8,,,,,1,2,,,,1,,,,,,,73,,,,,,,,,,72,,,2,,,42955,Small/Rural,,,,,,,,,,,,,,,,,,,,
106410852,410852,MILLS-PENINSULA MEDICAL CENTER,San Mateo,1501 Trousdale Dr,Burlingame,94010,Non-profit Corporation (incl. Church-related),200-299,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,13014,,,1817,,,8503,6328,,626,882,2005,933,1414,1884,2118,3099,1867,3,,30,2689,373,436,1070,1565,276,8392,,2175,12272,384,,299,6464,8068,,2961,5542,20,4506,1802,,13509,1322,,8,33,358,9,22,485,2,11576,536,,1797,5,,281,154,324,2024,376,,58,61,159,9933,1454,1,,4,,,2,1,1515,6363,100,57,6287,468,40,,,109,2209,1099,368,449,1463,921,2078,710,494,216,22,1908,10,612,181,104,16,1862,1508,1826,1117,116,291,579,1017,162,5939,227,142,2,7,1,59,57,1781,,14136,52,298,308,37,,63543,NA,,,,,,,,,,,,,,,,,,,,
106410891,410891,SEQUOIA HOSPITAL,San Mateo,170 ALAMEDA,REDWOOD CITY,94062,Non-profit Corporation (incl. Church-related),200-299,District 13,District 22,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,6724,,,,,,4060,2664,,12,206,1088,314,467,928,1184,1282,1243,,,9,1251,120,2,42,772,213,4315,,537,6139,48,,2,4226,2496,,1642,2072,,1768,1242,,6325,399,,,4,2888,,,31,,2534,25,,1241,1,,59,18,93,1195,76,,4,30,42,4468,651,2,75,11,,,,,260,2830,17,,3496,101,19,,1,24,907,437,119,160,410,428,44,1108,153,69,17,1262,2,255,42,24,20,1243,690,883,346,32,57,288,1327,78,1624,70,66,2,2,,12,57,1190,,6644,2,16,58,4,,23327,NA,,,,,,,,,,,,,,,,,,,,
106414018,414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,570 WILLOW RD,MENLO PARK,94025,Non-profit Corporation (incl. Church-related),1-49,District 13,District 24,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,182,,,,,,150,32,,,,14,47,42,33,38,8,,,,,30,6,2,6,6,9,123,,11,162,9,,,182,,,182,,,,,,182,,,,,,,,,,182,,,,,,1,,,1,,,,,,179,1,,,,,,,,1,56,2,1,115,6,1,,,,,10,1,11,,9,,58,72,,,,12,,2,7,,,,,10,15,57,2,66,,1,,1,,,1,29,,,,180,,,2,,,275,NA,,,,,,,,,,,,,,,,,,,,
106414139,414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,San Mateo,1100 Veterans Blvd,Redwood City,94063,Non-profit Corporation (incl. Church-related),150-199,District 13,District 22,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,10476,,,,,,6299,4177,,82,749,1866,655,951,1212,1320,1477,2162,2,,30,2413,479,139,225,1971,279,4940,,1990,8090,396,,799,6395,3282,,1916,704,,5719,2137,,9381,1095,,,77,152,1,,1112,17,6903,77,,2135,,2,557,49,195,1618,205,2,7,134,,7153,549,,,2,,2,3,,418,3426,5,,6491,129,7,,,44,1614,591,165,165,754,617,119,484,648,494,3,2183,16,256,63,73,26,2161,693,2117,537,38,90,512,514,1207,2287,71,155,10,102,2,10,18,2113,,10387,,67,22,,,32205,NA,,,,,,,,,,,,,,,,,,,,
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,351 S PATTERSON AVE,SANTA BARBARA,93111,Non-profit Corporation (incl. Church-related),50-99,District 19,District 37,Goleta South/Isla Vista/Santa Barbara South,Urban,1933,,,,,,1082,851,,28,63,58,73,237,541,499,434,,,,14,36,30,11,2,174,31,1632,3,280,1572,80,1,37,1299,595,2,1273,589,,71,,,1798,135,,,16,30,6,,93,3,1749,36,,,,,54,,2,560,16,,1,91,,953,247,,,2,,,7,,141,1046,9,33,632,36,36,,,4,48,109,46,36,115,364,14,1064,8,7,1,,2,78,26,11,,,26,22,19,1,50,3,1425,5,360,6,12,,,,,4,,,1864,1,18,48,2,,4075,NA,,,,,,,,,,,,,,,,,,,,
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,1515 E Ocean Ave,Lompoc,93436,District,50-99,District 19,District 35,Lompoc/Mission Hills/Vandenberg,Rural,2366,198,,,,,1557,1007,,90,273,248,172,236,305,311,512,388,29,,11,39,148,19,3,907,68,1369,,925,1508,131,,,1181,1383,,786,1387,,11,380,,2249,315,,,2,280,34,38,147,,1680,3,,378,2,,137,30,25,367,31,,14,4,23,1475,373,,,1,,,84,,902,1029,145,,456,29,3,,,20,251,305,135,112,166,195,67,104,43,50,2,390,9,214,53,63,1,384,37,608,273,13,60,47,153,15,932,20,5,5,3,,2,13,378,,2479,1,60,24,,,12034,Small/Rural,,,,,,,,,,,,,,,,,,,,
106420493,420493,MARIAN REGIONAL MEDICAL CENTER,Santa Barbara,1400 E CHURCH ST,SANTA MARIA,93454,Non-profit Corporation (incl. Church-related),300-499,District 19,District 35,Orcutt/Santa Maria,Urban,15748,623,,,,,10050,6321,,437,2124,2043,969,1391,1777,1863,2381,3212,174,,37,427,208,44,30,7273,381,7971,,8626,7618,127,,160,8564,7643,4,3322,7520,,2451,3035,43,14783,1588,,,4,1419,,121,830,1,10853,107,1,3029,2,4,191,111,352,2023,247,,32,193,23,11983,1193,,5,2,,,16,,6994,5378,579,85,3050,247,36,,2,137,1682,1277,793,562,1578,1188,242,708,432,260,11,3336,15,731,116,183,14,3106,910,3962,1517,169,228,142,974,240,4807,178,170,7,7,2,27,27,3004,,16052,2,263,49,1,4,81797,NA,,,,,,,,,,,,,,,,,,,,
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,400 W Pueblo St,Santa Barbara,93105,Non-profit Corporation (incl. Church-related),300-499,District 19,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,18397,,664,1171,,,11074,9156,2,613,1659,2173,1395,2020,2988,3082,3534,2308,460,,83,532,387,292,32,2719,556,15439,192,5483,13689,923,137,1321,8674,10232,5,5404,10222,3,2511,2088,4,18247,1985,,1,49,533,38,2,3591,34,13485,409,2,2075,10,3,134,,438,1424,324,,36,648,18,15254,1901,,1,16,,,38,,4546,7412,127,591,6926,520,109,,1,168,3142,2127,738,566,1398,1917,1537,942,1108,605,39,2161,30,932,186,413,78,2145,2147,1698,2317,286,468,350,1282,501,8222,451,237,13,40,5,91,69,2055,,19441,14,536,213,28,,95815,NA,,,,,,,,,,,,,,,,,,,,
106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,2050 Viborg Rd,Solvang,93463,Non-profit Corporation (incl. Church-related),1-49,District 19,District 37,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,174,,,,,,99,75,,2,,,5,7,29,37,94,,,,2,1,2,2,,3,,164,,5,166,3,,,24,150,,15,150,,9,,,75,99,,,,3,,,9,1,159,2,,,,,9,,9,3,5,,,4,,109,34,,,1,,,,,9,130,1,1,27,6,,,,2,21,19,7,14,19,12,2,3,6,10,,,1,48,9,1,,,,9,8,,,,1,,151,4,1,,,,,,,,169,,4,1,,,537,Small/Rural,,,,,,,,,,,,,,,,,,,,
106424002,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,Santa Barbara,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,City or County,1-49,District 19,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,,,,433,,,164,269,,9,115,87,75,74,63,7,3,,,,10,11,45,13,,39,1,314,,163,264,6,,401,31,1,,1,342,,90,,,433,,,,26,2,61,,343,,1,,,,,,2,50,,,,,,,151,172,2,,,32,,,24,30,307,79,3,,14,,,,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,427,,3,3,,,5562,NA,,,,,,,,,,,,,,,,,,,,
