oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Self_Pay_or_Uninsured,Payer_Other_Government,Payer_Private_Health_Insurance,Payer_Medicare,Payer_All_Other_Payers,Payer_MediCal,Payer_Other_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,
106190766,190766,LOS ANGELES,COAST PLAZA HOSPITAL,13100 STUDEBAKER ROAD,NORWALK,90650,Investor - Limited Liability Company,Teaching,100-149,District 30,District 64,Norwalk/Studebaker,Urban,1999,,997,,,,1632,1363,1,,15,299,437,409,454,467,455,460,,1391,1558,47,12,178,12,521,1154,45,1074,,1987,8,852,74,3,24,40,,,8,,,1990,824,182,,17395,2010,,985,,,1,1266,122,12,777,199,3,262,78,168,,,14,90,,,5,,87,2909,,12,28,120,1151,11,1674,,474,31,19,151,1036,87,2,1,214,182,276,78,43,179,,,,74,133,10,6,888,2,218,216,1,2,,5,,53,46,3,,20,3,1525,14,9,529,,10,2448,,,
106190782,190782,LOS ANGELES,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,91356,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 27,District 46,Reseda South/Van Nuys Southwest,Urban,,,3183,,,,2439,744,,,34,563,1060,670,518,295,42,,1,1569,1601,13,51,36,24,434,1771,17,850,,3160,,22,,,,,,1,,,,,,3183,,20017,,,3183,,,,2430,60,1,,,,673,,,,,,10,,8,1,,,3183,,,21,428,134,,2598,2,,,,,3181,,,,,,,,,,,,,,,2,,3183,,,,,,,,,,,,,,,,,,1591,,,1592,,,
106190796,190796,LOS ANGELES,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,University of California,Teaching,300-499,District 24,District 51,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,24353,,2,,1,,11710,12629,17,3155,977,2002,3468,2442,2907,4007,3215,2183,,7380,15655,1321,165,2616,86,2420,11566,1762,4827,914,19042,882,2216,87,223,,1,10,,16,1879,,11457,525,12362,12,184658,10659,6073,5041,1879,697,7,15672,897,827,984,45,9,403,659,4471,,34,217,134,,4,,,732,23624,,249,233,9331,8111,81,6350,1,2006,2903,329,801,285,1387,151,131,3354,883,2196,177,486,888,2068,1935,436,270,3169,500,1,5017,1883,3562,2444,105,200,121,319,385,658,975,1336,223,827,1043,4620,638,16,617,19,812,22892,,,
106190812,190812,LOS ANGELES,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN STREET,VAN NUYS,91405,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 20,District 46,Northridge South/Reseda North,Urban,14930,,,,334,,6735,8520,9,2459,515,1560,1904,1532,2144,2375,1509,1266,,9850,5384,30,12,627,,817,10830,26,2898,54,9916,424,2426,344,22,83,,,5,163,1881,,8533,1855,4876,,76250,3309,8936,1138,1881,,,10393,286,211,1313,129,1,539,319,1886,,25,138,24,,,,,375,14889,,123,,877,3062,134,11068,,1675,315,153,746,231,429,11,25,1678,805,1874,322,696,751,2172,1931,10,461,902,72,5,3013,1885,960,1703,2,11,,121,29,323,896,157,24,436,159,5399,146,56,399,4,45,14760,,,
106190818,190818,LOS ANGELES,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,GLENDALE,91208,Non-profit Corporation (incl. Church-related),Teaching,150-199,District 25,District 44,Burbank South/Eagle Rock/Glendale Northwest,Urban,5592,,389,,,,2748,3231,2,503,17,209,605,350,500,962,1273,1562,,1225,4533,223,,479,14,244,3489,53,1340,362,4484,202,286,391,113,2,,,2,3,498,,4236,30,1715,,31219,3431,1519,533,498,,,3093,334,41,784,82,1,99,139,1243,,8,106,47,,3,1,,410,5571,,65,18,1834,3472,,584,8,815,263,74,256,299,282,4,10,617,408,674,111,108,425,514,503,1,202,379,36,,896,499,327,490,,3,,233,11,99,174,30,5,127,158,2852,77,3,53,8,43,5874,,,
106190859,190859,LOS ANGELES,UCLA WEST VALLEY MEDICAL CENTER,7300 MEDICAL CENTER DRIVE,WEST HILLS,91307,Investor - Corporation,Teaching,200-299,District 27,District 46,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,7654,,,,,1,3764,3891,,28,38,233,447,553,809,1383,1777,2387,,1255,6160,240,,437,,386,4057,82,2352,341,6842,470,196,59,1,3,,84,,,,,6924,,731,,41331,6944,232,472,,7,,3337,214,97,1487,40,1,326,285,1537,,,236,8,5,70,,12,381,7271,3,188,51,1046,4644,519,1207,,1007,217,142,345,126,285,4,8,1498,607,1074,148,332,518,,,5,219,988,125,7,923,,971,927,,,,10,26,336,505,105,4,203,61,3424,160,18,185,4,179,7269,,,
106190878,190878,LOS ANGELES,ADVENTIST HEALTH WHITE MEMORIAL,1720 E. CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 26,District 54,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,20561,65,1723,,211,,9680,12874,6,4095,500,2987,3131,2000,2492,3040,2185,2120,10,19176,3014,370,22,503,20,906,19078,397,1634,,15012,1559,817,493,14,845,9,1,105,7,3698,,12304,476,9738,42,109828,4900,9910,4036,3698,6,10,15970,464,260,1448,90,99,535,374,2974,,31,220,78,,2,13,2,1132,21428,,338,932,3909,5743,57,11575,6,2020,597,141,1092,1913,390,24,24,2266,743,1856,255,931,934,4070,3763,24,250,1075,192,,5366,3799,1797,1812,7,22,10,285,53,379,1368,179,66,324,203,6620,270,80,985,1,64,21430,,,
106190883,190883,LOS ANGELES,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA ROAD,WHITTIER,90605,Investor - Corporation,Teaching,150-199,District 30,District 56,La Habra Heights/Whittier,Urban,7163,4,,,,,2810,4357,,1448,74,754,1144,574,590,859,721,1003,,3550,3434,183,20,1876,,174,2194,148,2713,42,5042,15,446,209,,,9,1,,,1445,,3485,304,3378,,28485,3652,1638,432,1445,,,5054,255,4,895,34,1,161,149,522,,22,65,5,,,,,169,6998,,574,13,1180,1944,17,3439,,604,173,54,277,65,151,2,4,535,376,845,165,148,369,1529,1446,1,139,270,14,,1808,1448,370,732,,,,157,7,110,235,13,1,200,89,1948,49,8,157,46,19,6937,,,
106190930,190930,LOS ANGELES,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA,LOS ANGELES,90095,University of California,Teaching,50-99,District 24,District 51,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,,,1690,,,,780,908,2,23,461,367,268,177,135,113,104,42,,315,1266,109,,135,,199,979,122,176,79,32,1,1626,2,18,,,1,,10,,,,1363,327,,24432,1400,215,72,,,3,1588,45,,19,2,3,18,1,2,,,1,2,,9,,,9,1681,,22,13,799,307,,547,2,,,,,1646,35,,,2,,,,1,,,,,,1,,5,109,,4,2,,,,1,,11,3,6,2,,,1548,4,2,261,2,58,1367,,,
106190949,190949,LOS ANGELES,HENRY MAYO NEWHALL HOSPITAL,23845 MCBEAN PARKWAY,VALENCIA,91355,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 23,District 40,Canyon Country/Santa Clarita West/Saugus,Urban,12521,,783,,393,,6059,7637,1,1547,172,1088,1759,1028,1319,1921,2390,2473,,2272,11060,365,28,737,15,641,9320,423,2533,,11602,54,147,5,28,325,,1,5,3,1527,,9597,,4100,,68198,3088,6236,2350,1527,490,6,8777,648,303,952,80,85,278,341,2029,,4,157,43,,,,,855,12842,,298,180,4636,5944,95,2544,,1464,359,45,452,1007,397,18,17,1966,776,1204,147,389,588,1621,1547,6,160,1513,21,,2379,1531,1078,1070,2,4,4,348,38,267,802,184,29,265,211,5223,262,18,548,9,137,12985,,,
106191216,191216,LOS ANGELES,USC KENNETH NORRIS JR. CANCER HOSPITAL,1441 EASTLAKE AVENUE,LOS ANGELES,90089,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 26,District 54,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,1520,,,,,1,875,646,,,,104,160,161,261,446,307,81,1,586,902,33,,208,,114,868,32,209,90,913,265,339,4,,,,,,,,,,62,1459,,16454,76,754,691,,,,913,89,3,67,,,6,89,307,,1,46,,,,,,121,1400,,,,446,615,111,340,9,68,496,84,34,,17,,1,32,40,99,10,7,80,,,,25,68,459,1,706,,71,92,2,,1,12,161,19,3,11,9,41,68,263,62,,,,83,1438,,,
106191225,191225,LOS ANGELES,TOM REDGATE MEMORIAL RECOVERY CENTER,1775 CHESTNUT STREET,LONG BEACH,90813,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 33,District 69,Long Beach West Central,Urban,,,,757,,,531,226,,,,113,282,183,125,43,,,11,350,407,,17,,,135,564,8,22,11,757,,,,,,,,,,,,,,757,,16579,,,757,,,,427,7,,,2,,320,1,,,,,,,,,,,757,,,756,,,,,1,,,,,757,,,,,,,,,,,,,,,,,757,,,,,,,,,,,,,,,,,3,360,,,394,,,
106191227,191227,LOS ANGELES,LAC/HARBOR-UCLA MEDICAL CENTER,1000 WEST CARSON STREET,TORRANCE,90502,City or County,Teaching,300-499,District 35,District 65,Harbor Gateway South/Lomita/Torrance East Central,Urban,20407,,367,,,,11056,9709,9,1861,685,1944,2733,2651,3512,3807,1965,1616,,11740,8261,773,86,1316,130,3863,1671,530,12844,334,16565,1791,467,481,35,239,8,2,30,95,1061,,16676,1,4094,3,114556,14795,1130,2300,1061,1478,10,15463,533,370,1169,174,17,741,507,1395,3,5,146,117,,132,,2,856,19897,21,288,1140,1058,4303,71,13914,,1669,871,281,1319,754,697,93,47,2817,1051,2197,403,669,1102,1379,1124,49,708,3286,257,1,5167,1099,1840,1932,79,71,87,319,102,787,1799,370,167,295,377,5646,637,131,1151,7,95,19390,,,
106191228,191228,LOS ANGELES,LOS ANGELES GENERAL MEDICAL CENTER,2051 MARENGO STREET,LOS ANGELES,90033,City or County,Teaching,500+,District 26,District 54,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,28910,,267,,,3,16919,12252,9,2180,1012,2871,4281,4402,5101,5133,2592,1608,,19584,9086,510,74,1436,21,2958,1366,334,22748,243,22534,2417,805,309,29,116,7,1,1825,69,1068,,22673,40,6462,5,167969,20249,2646,3551,1068,1565,101,21816,717,391,1266,43,1766,1118,614,911,10,17,204,158,,135,,14,1958,27222,,409,2435,1148,5160,98,19930,,2460,1740,365,1763,1380,1170,195,67,3623,1468,3247,807,694,1898,1552,1161,70,704,4452,364,,5141,1139,2002,2840,85,121,200,854,137,1303,1929,676,272,636,532,10878,435,289,3454,13,106,25318,,,
106191230,191230,LOS ANGELES,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,90059,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 35,District 65,Paramount North/Willowbrook,Urban,10067,,,,,,5119,4944,4,675,128,925,1496,1361,1738,2103,1049,592,,5407,4123,537,,52,,3669,5213,106,526,501,9340,3,37,15,,,,,3,2,667,,770,,9296,1,57785,8806,228,362,667,,4,5528,307,7,598,2,20,723,174,2526,,34,137,6,,,5,,150,9917,,212,87,388,2684,15,6678,3,2039,150,248,899,234,196,9,7,1290,505,1410,180,111,558,818,675,1,127,607,2,1,1725,694,830,1129,1,1,2,72,29,410,370,56,15,148,128,4418,39,5,1085,1,23,8953,,,
106191231,191231,LOS ANGELES,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,91342,City or County,Teaching,300-499,District 20,District 43,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,11544,,489,,,,6192,5837,4,1036,144,1192,1685,1767,2337,2137,1087,648,,8306,3158,569,21,385,,619,657,439,9821,91,9902,623,46,336,30,41,10,,87,88,870,,8529,,3504,,69773,1422,7680,2050,870,7,4,9401,368,40,690,30,9,363,182,440,4,1,70,70,,365,,,559,11474,,248,1264,303,1851,,8367,,1147,729,180,670,696,354,32,25,1477,682,1751,264,232,786,1016,904,28,429,423,208,,2456,887,899,1516,19,63,18,322,83,345,322,140,72,178,234,4303,176,93,528,1,12,11399,,,
106191306,191306,LOS ANGELES,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,7601 EAST IMPERIAL HIGHWAY,DOWNEY,90242,City or County,Teaching,150-199,District 33,District 62,Downey Southwest/Lynwood North Central/South Gate East,Urban,1336,,,,1252,,1783,804,1,,49,240,320,396,639,612,242,87,3,1640,667,281,,96,,278,96,282,1836,,121,407,1639,5,,388,,1,,27,,,,10,2578,,36789,6,99,2483,,,,1665,405,221,126,8,7,29,10,50,1,,1,2,,63,,,56,2532,,,104,132,461,,1884,7,44,10,7,200,31,426,14,10,671,62,37,13,147,65,,,10,99,503,239,,1836,,42,35,,,,5,,35,260,31,2,27,24,289,2,18,124,,6,2440,,,
106191450,191450,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 27,District 46,Encino/Tarzana/Warner Center/Woodland Hills,Urban,11778,,,,,,5010,6768,,1785,35,642,1555,586,782,1416,2219,2757,1,2930,8592,256,38,1198,65,641,6598,321,2834,83,6956,541,2366,144,11,,,1,,13,1741,5,4400,2060,5316,2,44583,3863,4665,1487,1741,,22,6424,280,42,1015,1,1,74,272,3363,1,,270,17,,3,15,,1516,10261,1,71,,5019,5743,,935,10,1686,464,79,276,84,401,6,10,1396,587,983,85,497,414,1882,1785,5,194,794,150,,1058,1725,666,935,5,24,2,380,20,196,723,514,40,147,254,4787,302,3,56,,26,11693,,,
106194010,194010,LOS ANGELES,AMERICAN RECOVERY CENTER,2180 VALLEY BOULEVARD,POMONA,91768,Non-profit Corporation (incl. Church-related),Teaching,1-49,District 22,District 53,Pomona East and South,Urban,,,,741,,,509,232,,,12,142,298,166,96,27,,,,505,236,,,,,72,626,24,19,,740,,,,,,,,,1,,,1,,740,,3464,1,,740,,,,331,8,,,,,291,,,,,,,,111,,,1,740,,,739,,,,,2,,,,,741,,,,,,,,,,,,,,,,,741,,,,,,,,,,,,,,,,,,375,,,366,,,
106194219,194219,LOS ANGELES,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,90033,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 26,District 54,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,11975,,,,363,,6788,5549,1,,43,557,964,1302,1978,3374,2810,1310,,4215,7712,411,24,1235,62,709,5602,358,3427,921,6654,1291,4081,13,71,191,11,,,26,,,,1717,10621,,89057,1095,5549,5694,,,,6553,551,506,646,16,,60,425,3440,,58,78,1,,1,3,,324,12014,,29,99,3402,6447,67,2294,,263,2512,57,330,53,512,18,18,2324,343,1508,62,1087,581,,,160,114,2007,386,3,904,,2450,2082,57,149,10,377,139,312,1483,646,201,592,882,1849,205,3,81,7,595,11652,,,
106194967,194967,LOS ANGELES,STAR VIEW ADOLESCENT - P H F,4025 WEST 226 STREET,TORRANCE,90505,Investor - Corporation,Teaching,1-49,District 24,District 66,Redondo Beach Central and South/Torrance West Central,Urban,,,42,,,,10,32,,,42,,,,,,,,,15,27,,,,,11,14,17,,,18,,18,,3,,,,3,,,,,1,41,,3574,13,,29,,,,32,,,1,3,,6,,,,,,,,,,,,42,,,,,,,38,4,,,,,42,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,6,,,36,,,
106194981,194981,LOS ANGELES,LA CASA PSYCHIATRIC HEALTH FACILITY,6060 PARAMOUNT BLVD.,LONG BEACH,90805,Investor - Corporation,Teaching,1-49,District 33,District 65,North Long Beach,Urban,,,31,,,,15,16,,,,,12,12,,,,,7,14,17,,,,,,11,6,14,,,,5,,22,,,,4,,,,,4,27,,5308,,31,,,,,6,,21,,3,,1,,,,,,,,,,,,31,,,,,,,30,1,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,28,,,3,,,
106196035,196035,LOS ANGELES,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 22,District 48,Bassett/Industry West/La Puente,Urban,14432,,,,,,5578,8854,,3250,77,1063,2673,816,944,1418,1961,2229,1,8140,6225,67,40,3012,104,520,2349,388,7982,37,8541,884,1244,254,54,4,3,2,,277,3167,2,6221,303,7908,,51049,4992,4768,1501,3167,,4,9761,290,18,901,,,72,339,2703,,,301,8,,7,32,,1318,13114,,120,,7803,5009,,1491,9,1717,401,97,500,62,198,2,4,1455,527,1246,106,180,405,3318,3245,8,154,680,127,,1394,3092,759,1261,,10,1,753,56,216,685,91,26,162,306,5414,206,,91,2,11,14328,,,
106196168,196168,LOS ANGELES,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,2801 ATLANTIC AVENUE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 33,District 69,Bixby Knolls/Long Beach Central,Urban,17531,,,,,,6189,11342,,9359,2435,2321,3070,342,,,,,4,10697,6339,495,86,1273,167,2048,5874,513,7069,501,4948,1692,5489,4,11,45,,1,,,5341,,,3888,13643,,67931,949,9430,1797,5341,13,1,17243,159,1,1,6,1,,42,27,,17,5,28,1,,,,11,17520,,53,142,5892,14,,11430,,333,116,155,347,80,380,19,55,75,1613,953,168,178,210,5895,5716,174,256,570,232,6,3637,5628,162,778,33,3,3,675,39,77,270,177,129,120,35,5628,137,3,51,1,45,17431,,,
106196403,196403,LOS ANGELES,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,90242,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 30,District 64,Downey Northeast,Urban,22426,,,,,,9024,13402,,4319,449,1836,3282,1427,1855,2696,3501,3060,1,14127,8101,198,52,1833,147,2939,3155,299,13953,48,14783,1420,1780,327,131,12,6,,5,217,3742,3,11549,991,9884,2,95169,9389,7651,1640,3742,1,3,14596,557,62,1356,1,1,191,457,4804,,1,348,13,1,12,26,,1422,21004,,179,14,11069,8236,16,2911,1,2989,794,214,870,155,504,18,24,2283,1155,2029,226,817,839,4046,3837,22,489,957,158,,2205,3716,1532,1919,5,23,2,190,125,366,1116,338,53,387,561,9499,389,,156,1,27,22242,,,
106196404,196404,LOS ANGELES,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,91335,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 20,District 46,Reseda South/Van Nuys Southwest,Urban,,187,96,,,,90,193,,,,,,,,17,65,201,,15,268,,,,,,273,10,,,18,,211,54,,,,,,,,,,81,202,,77527,96,,187,,,,65,136,,7,18,,,57,,,,,,,,,,138,145,,,,23,31,86,143,,7,9,1,12,68,63,,,47,33,5,2,5,23,,,,2,2,,4,,,,,,,,,,,,,,,,283,,,,,,283,,,
106196405,196405,LOS ANGELES,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,Investor - Corporation,Teaching,150-199,District 23,District 34,Palmdale Central,Urban,9558,,,,634,,4998,5194,,,52,525,887,1206,1661,2447,1976,1437,1,3580,6542,70,,153,,1726,7462,110,204,537,9995,23,55,54,7,19,,4,35,,,,8483,20,1689,,52822,4172,4705,1264,,1,50,4897,264,354,911,22,100,347,335,2645,,2,298,6,,11,,,234,9958,,112,343,1367,4877,29,3464,,1402,302,118,853,139,462,8,9,1811,840,1474,156,550,631,18,,2,216,1109,92,,2040,1,1203,1454,,11,,141,32,196,691,187,4,263,190,3659,120,7,370,1,95,9719,,,
106197931,197931,LOS ANGELES,EXODUS RECOVERY P.H.F.,9808 VENICE BLVD,CULVER CITY,90232,Investor - Corporation,Teaching,1-49,District 28,District 55,Culver City North/Palms,Urban,,,175,,,,111,64,,,,68,61,27,12,,,,7,71,96,8,,,,60,98,17,,,,,4,,171,,,,,,,,,4,171,,5732,,175,,,,,155,,,,18,2,,,,,,,,,,,,,175,,,15,,,,160,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,26,55,,1,93,,,
106198495,198495,LOS ANGELES,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,90806,Investor - Corporation,Teaching,1-49,District 33,District 69,Bixby Knolls/Long Beach Central,Urban,,,886,,,,512,374,,,12,245,117,111,131,160,78,32,,158,722,6,17,42,15,100,544,20,131,17,505,3,74,258,42,,,,4,,,,,37,849,,9796,9,877,,,,,236,34,,173,116,74,62,,1,1,2,,,,187,,,,886,,19,,399,461,,,7,,,,,883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,,1,77,,98,710,,,
106200030,200030,MADERA,RIVER VISTA BEHAVIORAL HEALTH,40886 GOODWIN WAY,MADERA,93636,Investor - Corporation,Teaching,100-149,District 4,District 8,Madera,Rural,,,1473,,,,771,702,,,202,411,367,267,144,68,13,,1,459,563,451,,,,,,1473,,,28,1,1433,8,3,,,,,,,,,981,492,,16309,,1471,1,,,1,1021,10,1,4,210,3,70,,1,,,,151,2,,,,,1473,,,938,228,144,,160,3,,,,,1470,1,,,,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,1455,,4,305,,5,1159,,,
106204019,204019,MADERA,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDREN'S PLACE,MADERA,93636,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 4,District 8,Madera,Rural,9592,,,,25,,5420,4197,,6413,3115,89,,,,,,,,6681,2857,79,45,539,20,459,7740,7,412,395,5589,1129,2764,1,41,68,1,22,1,1,,,6256,400,2960,1,67755,2217,5476,1720,,204,,9330,132,1,,,16,7,91,23,,,,17,,,,,52,9565,,35,3601,2225,,,3752,4,370,272,260,429,93,656,32,45,137,2358,1164,181,370,299,,871,547,204,705,622,2,3241,,303,860,38,4,8,19,45,175,524,448,80,998,121,1957,796,,23,1,22,9571,,,
106210992,210992,MARIN,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,99 MONTECILLO ROAD,SAN RAFAEL,94903,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 2,District 12,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,4822,,,,,,2439,2383,,,22,71,103,210,406,800,1388,1821,1,305,4496,21,21,239,18,112,4070,31,308,23,4103,48,544,80,29,,,,3,15,,,4023,334,465,,20074,453,4158,210,,,1,2598,205,36,494,,2,60,135,1005,,,268,12,,1,6,,1472,3350,,30,,1046,3620,,118,8,1100,200,58,133,107,193,7,7,906,238,756,68,147,224,,,,125,534,16,3,639,,297,750,2,3,2,17,31,93,335,39,15,112,205,2111,171,1,47,,17,4757,,,
106210993,210993,MARIN,KENTFIELD HOSPITAL,1125 SIR FRANCIS DRAKE BLVD.,KENTFIELD,94904,Investor - Corporation,Teaching,50-99,District 2,District 12,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,704,,,,,,431,273,,,,32,48,85,133,170,159,73,4,93,536,75,,77,24,84,342,106,71,,,,696,,4,,,4,,,,,,,704,,33993,,,704,,,,92,280,10,214,3,6,10,47,2,,,3,,8,28,1,,92,612,,,13,167,300,,221,3,19,3,,6,,13,,,27,237,28,12,25,4,,,,2,38,290,,372,,22,,,,,,,44,,,,83,,143,40,,6,,9,689,,,
106211006,211006,MARIN,MARINHEALTH MEDICAL CENTER,250 BON AIR ROAD,GREENBRAE,94904,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 2,District 12,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,11057,,515,,,,5491,6077,4,1503,97,680,1359,693,898,1444,2180,2718,,2294,9050,228,34,466,51,375,8966,128,1182,370,7778,1068,346,412,294,81,14,3,65,119,1392,,7019,66,4485,2,53118,4697,2799,2209,1392,449,26,7053,380,109,1404,254,116,138,256,1615,1,2,171,54,14,2,1,2,1665,9905,2,35,143,2834,5551,26,2983,,1211,269,88,301,704,383,7,21,1928,519,878,181,442,409,1438,1429,14,214,1113,21,2,2253,1356,1122,779,,1,3,259,30,180,635,217,86,171,310,3944,226,6,325,,115,11126,,,
106214034,214034,MARIN,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,94945,Non-profit Corporation (incl. Church-related),Teaching,1-49,District 2,District 12,Bel Marin Keys/Black Point/Ignacio/Novato/San Rafael East/Santa Venetia,Urban,1906,,,,,,914,992,,,,37,75,144,184,330,536,597,3,248,1523,135,,70,,58,1525,101,152,,1818,3,43,35,7,,,,,,,,1473,23,410,,6391,296,1273,337,,,,847,111,22,315,23,1,36,38,465,,,40,7,,1,,,228,1678,,34,15,280,1309,,260,8,384,18,17,84,57,77,4,3,195,104,264,43,299,91,,,,36,226,4,,213,,47,159,1,,,5,2,30,397,17,3,20,18,952,42,1,45,2,23,1835,,,
