ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,1000 TRANCAS STREET,NAPA,94558,Investor - Limited Liability Company,200-299,District 3,District 4,NAPA CENTRAL,Urban,NA,281047,6974,,187,,,,3654,3504,3,57,463,615,542,802,1291,1374,1396,621,,,168,214,10,109,246,6414,,1523,5489,149,,350,2611,4200,,930,4308,,1317,592,14,6505,656,,2,177,15,17,188,677,5327,166,,589,3,,,309,113,3,173,911,170,36,178,96,29,4103,1033,3,4,,,,,1948,3675,145,,1268,46,61,18,,620,57,154,1258,909,14,261,4,274,867,698,90,412,262,89,340,99,128,5,592,28,301,1411,684,22,150,531,106,2611,220,184,70,125,3,4,1,54,12,59,28,580,,5,,389,394,97,16,4,1,9,2,5738,76,383,29,21,1,1,6905,6,169,71,4,6,32985
106281078,ADVENTIST HEALTH ST. HELENA,NAPA,10 WOODLAND RD.,ST. HELENA,94574,Non-profit Corporation (incl. Church-related),150-199,District 3,District 4,ANGWIN/DEER PARK/ST. HELENA,Rural,NA,281078,3868,,,924,1,,2368,2425,,28,350,387,317,750,1135,938,700,188,,,79,152,70,472,47,3973,,560,4172,56,5,1758,2011,1008,16,1075,1357,2,2173,186,,4400,393,,72,30,170,3,67,2132,2057,21,55,186,,,,140,85,5,112,492,65,3,45,14,94,3300,425,,7,6,,,17,1351,2429,86,,884,8,16,,2,204,27,124,1097,261,,126,1,146,346,269,941,609,18,36,206,79,112,4,186,1,464,941,178,4,105,707,12,1446,91,89,64,157,1,,,303,15,20,5,177,11,2,1,128,122,21,10,33,,1,3,4069,24,346,24,12,,,4622,,46,111,14,,26328
106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,155 GLASSON WAY,GRASS VALLEY,95945,Non-profit Corporation (incl. Church-related),100-149,District 1,District 1,GRASS VALLEY/NEVADA CITY/PENN VALLEY/ROUGH AND READY/WILDWOOD,Rural,Small/Rural,291023,5326,,,,,,2918,2408,,40,385,413,282,601,964,995,1161,451,34,,26,28,10,145,112,5005,,142,5143,41,,2,1093,4231,,237,1369,,3296,424,,4222,1104,,,2,225,1,,12,4650,12,,422,2,,,295,134,,134,657,93,5,19,35,24,3076,853,,1,,,,1,1364,2920,90,,870,55,3,,23,475,44,137,756,669,9,153,7,220,762,489,109,146,140,21,496,112,130,7,426,18,106,580,383,28,167,280,59,2890,51,82,121,19,,,,14,9,99,13,423,,2,,173,312,26,4,1,,1,5,4344,23,363,38,31,5,,5176,1,106,41,2,,19762
106291053,TAHOE FOREST HOSPITAL,NEVADA,10121 PINE AVE,TRUCKEE,96161,District,50-99,District 1,District 1,NORTH BLOOMFIELD/NORTH SAN JUAN/TRUCKEE,Rural,Small/Rural,291053,1968,86,,,,,1204,850,,24,173,319,133,205,310,297,216,356,21,,29,12,6,26,4,1977,,325,1722,7,,10,1158,886,,741,893,,70,350,,1928,126,,1,21,19,1,85,28,1537,8,3,349,1,,1,89,,2,35,70,21,2,3,8,2,1707,106,2,2,,5,,,490,697,9,,758,81,19,,,388,6,46,101,194,2,50,1,41,125,223,21,250,25,24,130,46,29,1,350,1,30,148,110,4,60,350,7,828,11,24,6,6,,,,1,6,92,1,370,,,,78,129,67,,2,,11,9,1547,37,123,20,31,,,1756,4,15,279,,,11262
106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,1201 WEST LA VETA AVENUE,ORANGE,92868,Non-profit Corporation (incl. Church-related),300-499,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,300032,11928,,,356,,,5694,6589,1,4257,303,1,1,,,,,3059,4663,,1269,333,16,2374,322,7970,,5877,6180,227,,1735,3686,6863,,2027,399,,9749,3,106,12276,8,,2,9,729,3,28,2632,8846,32,,,3,,,96,9,,74,123,14,4,41,31,11,11831,46,,4,,,,,7478,21,123,2,4609,51,,,,,382,290,162,1331,66,612,56,459,605,802,532,350,1207,483,2071,295,980,589,3,1009,312,1808,1043,46,140,445,711,6540,200,218,102,107,38,7,5,311,65,19,160,,2,3,2,296,160,58,7,18,,10,7,10888,136,463,98,123,2,18,12106,28,1,134,3,12,68329
106300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,ORANGE,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,Non-profit Corporation (incl. Church-related),200-299,District 34,District 72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,NA,300225,12624,,,,,,7350,5274,,42,725,1504,961,1540,1966,2203,2244,1438,,1,3608,225,21,1930,32,6808,,2278,10323,23,,,5518,7106,,2994,6819,,1408,1403,,11897,727,,,6,96,,,332,10737,44,6,1403,,,,224,,2,258,2545,224,,18,41,2,7895,1408,7,,,,,,1667,5672,61,,4816,324,84,,,1476,114,641,1530,1433,13,763,5,482,1138,825,76,1075,197,82,739,254,339,6,1399,37,628,1955,1755,123,466,1290,146,3522,270,347,159,146,6,17,1,58,51,271,22,1388,1,,2,680,465,49,5,4,,6,,10616,93,423,39,244,,,12486,,63,72,2,1,43878
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ORANGE,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,Investor - Individual,200-299,District 29,District 69,ANAHEIM CENTRAL,Urban,NA,301098,11526,,,,,27,6324,5228,1,96,1015,1162,1118,1825,1994,1567,1629,1147,,,1370,403,73,675,21,9010,1,4760,6787,6,,77,3372,8104,,1147,8439,,852,1115,,11379,172,2,,3,53,,,185,10189,8,,1032,38,45,,311,373,1,166,1221,160,,21,10,12,7584,1685,9,,,,,10,4685,3790,86,7,2530,402,28,10,5,1134,190,365,1926,1519,16,605,5,601,777,629,164,309,248,50,812,320,735,4,1039,105,729,1797,1138,96,421,366,63,4340,139,436,176,369,6,10,2,66,45,29,18,1046,6,1,254,554,303,19,12,2,,,8,9738,61,812,30,11,3,,11363,3,19,92,68,8,47072
106301127,KINDRED HOSPITAL - BREA,ORANGE,875 NORTH BREA BOULEVARD,BREA,92821,Investor - Limited Liability Company,50-99,District 29,District 55,BREA WEST/FULLERTON NORTH/LA HABRA,Urban,NA,301127,410,100,,,,,234,276,,,5,12,25,38,129,147,154,,,,102,10,,20,7,371,,69,435,6,,,510,,,510,,,,,,371,139,,,53,,,39,417,,,1,,,,,97,5,,79,83,16,,,9,1,15,205,,,,,,,37,329,37,,97,8,2,,,,2,4,20,21,,6,,18,88,27,,17,5,6,274,5,15,2,,,12,129,29,,13,10,,274,24,3,,16,,,,,,,,,,,,81,19,6,,1,,,,383,5,12,,3,,,482,27,,1,,,20753
106301140,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,2601 EAST CHAPMAN AVENUE,ORANGE,92869,Investor - Corporation,100-149,District 37,District 68,ANAHEIM HILLS/CITY OF ORANGE EAST/VILLA PARK,Urban,NA,301140,1521,4,,341,162,,1042,986,,10,108,178,263,385,403,352,329,,,,129,82,8,170,5,1629,5,523,1484,20,1,30,1087,908,3,951,267,3,807,,,1946,82,,,56,6,,37,71,1794,54,4,,,,6,84,58,2,86,93,44,1,23,143,123,1139,217,,7,,8,,,264,920,10,,679,11,143,1,,2,5,43,100,149,1,206,1,48,113,112,644,368,40,6,119,38,33,,,,24,438,211,3,24,373,25,854,14,49,2,9,,,,,,,2,,,,,29,48,3,,3,,1,1,1850,20,72,1,,,,1921,8,55,35,1,8,10616
106301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,301 VICTORIA STREET,COSTA MESA,92627,Investor - Partnership,100-149,District 37,District 74,COSTA MESA,Urban,NA,301155,1025,,,2919,,,1737,2207,,1052,847,702,597,501,212,33,,,,,1454,269,7,105,5,2104,,1201,2640,103,,,3944,,,49,3145,,750,,,3944,,,,,89,3,,2829,951,72,,,,,,25,786,,,1,,,21,,139,2941,1,28,,2,,,23,2746,159,138,,845,32,,1,,,,,,,,,,2,1,,3938,2,,,1,,,,,,,1010,,,,,,2934,,,,,,,,,,,,,,,,,2,,9,5,1,,1,3913,3,2,8,,,,3428,,462,53,,1,41683
106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,ORANGE,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,Investor - Corporation,200-299,District 34,District 72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,NA,301175,21778,,,,,,12420,9358,,732,2049,2521,1800,2745,2860,2402,2651,3427,591,,8394,369,26,7167,178,5644,,6937,14564,277,,1393,8983,11402,,2426,1112,,15180,3060,,21527,245,6,14,122,120,,1,1618,16405,438,,3059,,1,,483,512,,474,3206,228,2,27,70,39,14357,2363,11,6,,,,27,9723,6528,231,8,3159,2037,21,44,,3185,238,832,2418,2195,75,1221,12,967,1324,1047,209,1092,423,142,1637,525,1019,21,3062,134,527,5074,2385,272,603,1104,249,6162,571,509,199,558,20,37,,213,63,141,52,3036,2,1,,357,496,54,16,7,1,1,7,20227,81,453,47,28,1,2,21516,,88,102,7,65,91327
106301188,ANAHEIM GLOBAL MEDICAL CENTER,ORANGE,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,Investor - Corporation,150-199,District 34,District 69,ANAHEIM CENTRAL,Urban,NA,301188,3498,,,2041,,,2861,2675,3,160,1051,966,653,792,527,362,254,774,,,291,232,,2334,19,2660,3,2611,2884,44,,334,2440,2765,,593,750,,3422,774,,5510,29,,1,34,423,318,94,710,3095,88,1,769,3,2,1,83,273,5,57,55,25,303,89,28,107,4063,319,92,30,,10,,,3147,1213,592,,347,221,10,9,,861,27,71,376,265,1,89,2,85,221,178,2114,67,49,14,135,93,114,2,771,4,183,598,175,53,48,92,9,3396,49,69,13,33,1,,,5,4,29,10,771,1,,,48,61,8,11,32,1,,5,5196,68,79,16,10,4,,4428,112,895,94,10,,42269
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,1 HOAG DRIVE,NEWPORT BEACH,92663,Non-profit Corporation (incl. Church-related),300-499,District 37,District 74,COSTA MESA,Urban,NA,301205,36623,12,118,,755,19,22099,15428,,179,2964,6059,2525,3108,4012,5303,6496,6880,,1,6104,492,89,877,841,29119,5,3932,32869,721,5,103,18375,19038,11,10592,9814,11,10265,6844,1,35948,1579,,,74,367,,205,510,29299,183,45,6838,6,,,410,374,1,712,5273,704,6,121,387,10,26105,3294,43,87,,,,1,4082,13589,137,6,17234,2411,65,2,,7149,226,1649,4106,3614,19,864,12,1424,3229,2280,1119,983,757,334,1686,584,560,51,6860,21,1160,8228,2859,267,1152,1437,609,10146,688,816,625,520,12,51,,246,151,1761,53,6735,4,6,1,1703,1560,155,30,15,1,4,25,32231,356,1106,128,204,1,8,36744,30,120,582,27,24,134384
106301209,HUNTINGTON BEACH HOSPITAL,ORANGE,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,Non-profit Corporation (incl. Church-related),100-149,District 34,District 72,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,NA,301209,3010,,1,587,,,1611,1987,,11,266,281,440,784,787,537,492,,,,421,131,3,499,6,2538,,554,3037,7,,74,187,3337,,219,3338,1,40,,,3578,20,,1,,5,,82,76,2964,470,,,,,,187,231,,54,91,36,1,104,11,163,1830,889,,1,,,,,1001,1968,10,197,234,182,6,,,8,24,25,284,522,14,122,2,266,445,204,787,161,176,8,299,132,119,,,,54,474,321,12,62,46,3,2406,37,67,57,34,9,,,4,1,,9,2,,,,36,209,6,5,11,,,8,2916,89,297,16,5,,,3245,,280,66,7,,21938
106301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,7901 WALKER STREET,LA PALMA,90623,Non-profit Corporation (incl. Church-related),100-149,District 29,District 65,BUENA PARK/LA PALMA,Urban,NA,301234,2999,,,160,,,1693,1466,,22,152,186,252,486,541,571,839,110,,,997,280,3,513,14,1352,,810,2329,19,1,31,452,2676,,280,2686,,83,110,,3136,23,,,,1,,20,21,2482,520,5,106,4,,,206,114,,73,175,33,,28,3,63,1611,844,,9,,,,,742,1878,5,190,201,132,11,,,114,24,45,420,444,8,120,2,230,666,164,183,64,123,10,229,68,135,,109,1,54,750,324,21,72,75,2,1604,31,55,22,28,,1,,10,1,3,2,103,,,1,47,158,6,2,1,,,9,2702,58,146,15,15,,,3037,2,95,15,8,2,14534
106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,3751 KATELLA AVENUE,LOS ALAMITOS,90720,Investor - Corporation,150-199,District 34,District 72,CYPRESS/LOS ALAMITOS/ROSSMOOR,Urban,NA,301248,10109,,,30,,,5783,4355,1,57,552,855,605,982,1489,1905,2801,893,,,1263,463,2,499,72,7840,,1934,8116,89,,201,2944,6994,,734,1160,,7376,869,,9510,629,,35,151,217,3,8,273,8221,361,,866,1,2,1,315,165,,327,1589,219,1,15,77,75,5585,1767,2,2,,,,1,1487,5352,141,61,3014,22,53,8,,921,114,426,1596,1091,27,385,11,497,929,884,127,460,312,44,727,162,533,2,868,23,302,1697,792,125,318,757,144,3824,149,279,157,400,15,11,7,74,26,158,22,881,,1,,598,705,43,6,1,,,4,8137,66,546,30,3,,,10019,2,29,81,4,4,41508
106301258,SOUTH COAST GLOBAL MEDICAL CENTER,ORANGE,2701 S. BRISTOL STREET,SANTA ANA,92704,Investor - Corporation,150-199,District 34,District 69,SANTA ANA SOUTH,Urban,NA,301258,4569,31,,324,,,3183,1741,,75,622,1008,394,358,424,312,330,1401,,,1606,71,1,152,4,3085,5,2356,2564,4,,11,3136,1777,,1490,1691,1,342,1400,,4878,46,,,36,748,1,75,16,2417,229,1,1394,1,5,1,134,97,1,41,50,16,1,64,9,47,3920,518,,9,,17,,,2036,904,3,,219,1761,,1,,1432,32,98,211,385,3,84,2,142,273,124,291,22,102,5,177,74,67,,1392,8,38,791,257,104,66,71,6,2070,26,38,6,37,,3,,1,1,27,3,1378,,,1,29,80,7,3,2,,,,4737,18,37,9,1,1,,4781,14,101,24,1,3,39243
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),300-499,District 36,District 73,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,NA,301262,17362,,434,1,2,,10033,7761,5,154,1450,2027,1173,1824,2392,2866,3540,2373,,,778,203,7,1383,134,15294,,2205,15315,279,,46,7500,10253,,2567,8332,,3720,2368,812,16795,1004,,5,60,628,1,193,217,14269,49,7,2359,7,2,2,650,146,,500,3728,331,10,61,349,59,10339,1582,25,13,6,,,,3671,7647,254,,5911,223,75,18,,2440,108,625,2524,1594,16,356,9,559,1770,2264,145,1113,420,147,864,228,230,14,2367,6,871,1770,1192,81,499,1775,360,6376,521,464,161,443,18,43,5,170,57,674,45,2261,1,1,11,742,1409,465,32,22,8,4,9,13586,220,1171,72,55,2,2,17346,4,92,340,2,15,68468
106301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,101 CITY DRIVE SOUTH,ORANGE,92868,University of California,300-499,District 34,District 69,GARDEN GROVE NORTH/STANTON,Urban,Teaching,301279,21188,,266,1042,,,11431,11065,,838,2702,2807,2598,3610,3570,2613,1992,1667,99,,3471,798,34,2063,381,15747,2,8438,13693,365,,349,9180,12962,5,4563,10362,,4333,1584,1654,21899,597,,6,85,2558,28,310,2301,15337,222,45,1574,10,,20,737,416,,484,1401,366,67,125,448,50,16536,1804,9,51,2,,,76,9210,6819,335,81,5138,673,164,,,1961,162,1944,2546,2134,14,820,77,769,1595,3946,1255,847,896,530,559,291,461,44,1579,66,681,2472,2152,292,851,1637,962,7851,660,882,856,661,41,102,74,114,155,336,115,1565,27,10,,1966,1122,1257,235,111,9,10,186,15617,204,1280,240,250,7,2,21237,22,824,320,91,2,133718
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,ORANGE,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,Investor - Limited Liability Company,150-199,District 34,District 69,GARDEN GROVE NORTH/STANTON,Urban,NA,301283,6294,,1,,,,3804,2491,,61,640,1041,412,531,608,610,1027,1365,,,3316,86,1,172,20,2699,1,1929,4317,49,,33,2757,3505,,1088,3504,3,363,1336,1,6263,32,,,19,44,3,1,18,4248,618,6,1336,,,2,247,193,3,112,164,49,,16,5,74,4521,906,,5,,,,,2100,1912,3,145,248,1881,6,,,1381,38,65,427,564,15,263,1,322,723,279,22,106,104,2,367,118,133,,1335,30,116,2011,461,43,124,104,20,1810,53,127,11,37,8,,2,10,7,48,9,1294,,,,76,222,7,2,2,,1,5,5647,80,230,11,11,1,,6156,1,102,33,3,,19713
106301297,PLACENTIA LINDA HOSPITAL,ORANGE,1301 NORTH ROSE DRIVE,PLACENTIA,92870,Investor - Corporation,100-149,District 29,District 55,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,NA,301297,2923,,,,,,1584,1339,,28,117,207,280,492,527,503,769,,,,165,78,1,680,8,1991,,540,2360,23,,25,372,2526,,272,247,,2404,,,2766,155,2,,93,90,,,33,2672,34,1,,,,,151,73,,67,446,85,,14,6,3,1563,515,,,,,,1,574,1340,5,14,911,42,23,13,,3,35,81,389,596,6,183,2,200,187,275,34,254,45,9,363,106,151,4,,,46,162,451,18,137,358,13,1447,87,77,43,30,,8,,16,6,11,11,1,1,,,39,178,13,,,,1,2,2486,20,163,15,6,,,2829,1,52,38,1,2,9348
106301304,NEWPORT BAY HOSPITAL,ORANGE,1501 EAST 16TH STREET,NEWPORT BEACH,92663,Investor - Corporation,1-49,District 37,District 74,IRVINE SOUTH/NEWPORT BEACH/NEWPORT COAST/SAN JOAQUIN HILLS,Urban,NA,301304,,,,905,,,485,420,,,1,7,27,98,285,268,219,,,,23,59,,,,823,,101,804,,,265,640,,,,1,,903,,1,886,19,,,3,3,,,278,33,586,,,,,2,57,18,,,1,,,2,,95,125,600,6,,,1,,,2,900,,,1,2,,,,,,,1,,,,,,,,863,,41,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,880,,7,18,,,11327
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,ORANGE,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,Non-profit Corporation (incl. Church-related),200-299,District 36,District 73,LAGUNA BEACH/LAGUNA WOODS,Urban,NA,301317,14201,,,,,,8689,5512,,33,779,1991,695,1072,1668,2366,3244,2352,,1,1635,179,13,1362,43,10966,3,1608,12527,63,3,,6774,7427,,3367,5088,5,3399,2342,,12913,1288,,,3,81,,,121,11585,67,2,2336,5,1,,249,,1,346,2986,318,,60,81,,8668,1489,2,,1,,,,822,6572,207,,6360,208,32,,,2455,124,536,2102,1363,5,324,10,491,999,886,92,943,238,39,806,172,256,8,2341,11,537,2229,854,108,378,1243,153,4276,341,303,150,295,7,21,,58,38,868,15,2314,,,13,620,714,34,7,2,,3,13,11934,131,641,39,62,,1,14078,,9,111,2,1,46978
106301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,31872 COAST HIGHWAY,LAGUNA BEACH,92651,Non-profit Corporation (incl. Church-related),150-199,District 37,District 74,ALISO VIEJO/LAGUNA HILLS/LAGUNA NIGUEL,Urban,NA,301337,1858,,,1018,632,,1785,1723,,138,663,433,473,518,464,361,458,,,,89,65,1,132,33,3188,,174,3319,15,,104,666,2738,,480,2381,3,641,,3,3415,93,,2,7,123,3,80,219,3071,2,,,,,1,35,312,,18,457,61,1,49,50,231,2099,166,1,28,,,,,333,1217,48,,1860,34,1,15,,6,17,51,134,258,,72,,65,174,224,1925,296,34,5,143,69,35,,,,17,929,142,1,53,357,21,1903,11,53,4,7,,,,5,1,1,1,1,,,1,48,158,9,4,52,,,5,2620,40,546,20,5,,1,3024,,280,200,3,1,16100
106301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,1100 WEST STEWART DRIVE,ORANGE,92868,Non-profit Corporation (incl. Church-related),300-499,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,301340,23824,,,1432,,,15179,10072,5,435,3304,3286,1764,2530,3014,3055,3174,4694,,,1745,417,8,1637,33,21416,,10470,14651,135,,336,14230,10690,,3236,9793,,7532,4693,2,24518,738,,9,107,8,3,51,688,19566,115,16,4686,6,1,,570,276,,483,3625,294,5,31,477,82,17369,1853,74,117,,,,,8069,8269,130,,8359,199,205,25,,4897,109,901,2494,1674,21,778,6,698,2509,1252,1555,1720,387,111,843,318,262,28,4692,1,1014,2125,1492,211,769,2249,303,9648,412,517,244,530,5,19,4,147,55,918,32,4548,8,4,2,1058,755,65,15,42,,9,14,21682,157,1287,75,94,2,1,24660,3,456,131,6,,90139
106301342,ST. JUDE MEDICAL CENTER,ORANGE,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,Non-profit Corporation (incl. Church-related),300-499,District 29,District 65,FULLERTON CENTRAL AND SOUTH,Urban,NA,301342,16757,,697,,,,9900,7548,6,84,1101,1989,1007,1616,2665,2968,3678,2346,,,2517,349,17,1068,199,13304,,3446,13625,383,,124,8254,9076,,2443,7957,,4735,2318,1,16359,1095,,3,17,22,,251,838,13836,165,3,2314,3,1,1,489,108,,520,3873,315,,21,425,49,9287,2352,2,12,1,,,,2824,8127,114,,6242,96,41,10,,2412,108,706,2672,1432,8,439,11,543,2171,1295,84,1207,393,332,832,187,263,12,2318,29,612,2251,1318,130,566,1619,311,6378,370,327,183,410,7,17,4,161,59,488,19,2215,1,1,7,697,972,75,16,2,,1,13,14487,145,929,46,71,,,17144,4,217,87,2,,72407
106301357,FOOTHILL REGIONAL MEDICAL CENTER,ORANGE,14662 NEWPORT AVENUE,TUSTIN,92780,Investor - Corporation,150-199,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,301357,2588,19,,,,,1320,1287,,23,154,210,286,579,537,400,411,2,5,,247,109,4,655,56,1536,,975,1457,175,,667,582,1358,,1172,1356,4,75,,,2590,17,,,36,,,,836,1438,281,13,,,,3,82,125,1,31,144,17,,31,14,63,1327,760,4,8,,,,,753,1668,4,,161,20,1,,,4,27,49,222,400,3,230,,228,357,212,88,195,96,10,210,127,149,,,,89,206,282,6,98,221,14,1528,18,71,15,42,,2,,7,3,3,2,,,,,6,141,7,6,,,,2,2381,27,32,,5,,,2533,,40,25,,9,19274
106301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,3033 WEST ORANGE AVENUE,ANAHEIM,92804,Investor - Limited Liability Company,200-299,District 29,District 65,ANAHEIM WEST,Urban,NA,301379,6189,19,,316,,,3176,3348,,36,301,450,704,1217,1256,1201,1359,,,,1290,314,3,328,4,4585,,1680,4837,7,,55,126,6343,,125,6347,2,50,,,6451,73,,,2,18,1,51,44,5009,1316,83,,,,,382,381,2,228,162,67,3,44,4,144,3482,1623,,1,,1,,,2074,3422,6,290,365,353,14,,,17,40,62,981,804,16,278,1,530,1401,442,406,239,211,3,602,150,341,,,,229,1451,602,10,131,211,10,3452,95,131,28,145,,,,18,3,1,2,5,,,,133,382,15,13,1,,,20,5198,188,517,27,30,,,6150,1,300,59,14,,35994
106301380,KINDRED HOSPITAL WESTMINSTER,ORANGE,200 HOSPITAL CIRCLE,WESTMINSTER,92683,Investor - Limited Liability Company,100-149,District 34,District 72,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,NA,301380,873,,,,,,369,504,,,19,22,37,99,190,249,257,,,,164,21,,51,,637,,96,727,50,,,873,,,870,,,3,,,866,7,,,,,,,873,,,,,,,,79,21,,246,129,26,,,19,,21,332,,,,,,,79,586,36,,172,,,,,,6,1,49,39,,21,,39,169,53,,11,9,17,435,24,,,,,11,249,67,,14,7,2,341,18,14,4,136,1,1,,1,,7,,,,,,137,38,16,,,,2,1,477,56,81,3,62,,,846,18,2,7,,,30932
